city,year,weekofyear,total_cases
iq,2006,4,4
iq,2006,5,12
iq,2006,6,8
iq,2006,7,3
iq,2006,8,5
iq,2006,9,6
iq,2006,10,6
iq,2006,11,8
iq,2006,12,7
iq,2006,13,6
iq,2006,14,5
iq,2006,15,5
iq,2006,16,6
iq,2006,17,3
iq,2006,18,8
iq,2006,19,1
iq,2006,20,2
iq,2006,21,4
iq,2006,22,2
iq,2006,23,3
iq,2006,24,4
iq,2006,25,2
iq,2006,26,3
iq,2006,27,1
iq,2006,28,4
iq,2006,29,4
iq,2006,30,4
iq,2006,31,4
iq,2006,32,4
iq,2006,33,4
iq,2006,34,3
iq,2006,35,4
iq,2006,36,4
iq,2006,37,3
iq,2006,38,4
iq,2006,39,4
iq,2006,40,3
iq,2006,41,6
iq,2006,42,6
iq,2006,43,6
iq,2006,44,6
iq,2006,45,6
iq,2006,46,8
iq,2006,47,6
iq,2006,48,8
iq,2006,49,6
iq,2006,50,6
iq,2006,51,6
iq,2007,1,8
iq,2007,2,6
iq,2007,3,6
iq,2007,4,8
iq,2007,5,8
iq,2007,6,4
iq,2007,7,4
iq,2007,8,4
iq,2007,9,3
iq,2007,10,6
iq,2007,11,6
iq,2007,12,4
iq,2007,13,5
iq,2007,14,6
iq,2007,15,7
iq,2007,16,4
iq,2007,17,7
iq,2007,18,6
iq,2007,19,5
iq,2007,20,1
iq,2007,21,5
iq,2007,22,2
iq,2007,23,4
iq,2007,24,2
iq,2007,25,2
iq,2007,26,2
iq,2007,27,4
iq,2007,28,4
iq,2007,29,2
iq,2007,30,4
iq,2007,31,2
iq,2007,32,3
iq,2007,33,4
iq,2007,34,4
iq,2007,35,4
iq,2007,36,4
iq,2007,37,4
iq,2007,38,6
iq,2007,39,3
iq,2007,40,6
iq,2007,41,6
iq,2007,42,8
iq,2007,43,5
iq,2007,44,6
iq,2007,45,6
iq,2007,46,8
iq,2007,47,6
iq,2007,48,8
iq,2007,49,6
iq,2007,50,6
iq,2007,51,6
iq,2007,52,6
iq,2008,1,4
iq,2008,2,3
iq,2008,3,5
iq,2008,4,6
iq,2008,5,6
iq,2008,6,4
iq,2008,7,6
iq,2008,8,3
iq,2008,9,12
iq,2008,10,4
iq,2008,11,6
iq,2008,12,4
iq,2008,13,6
iq,2008,14,5
iq,2008,15,5
iq,2008,16,5
iq,2008,17,12
iq,2008,18,8
iq,2008,19,2
iq,2008,20,2
iq,2008,21,2
iq,2008,22,4
iq,2008,23,2
iq,2008,24,2
iq,2008,25,4
iq,2008,26,2
iq,2008,27,1
iq,2008,28,2
iq,2008,29,2
iq,2008,30,1
iq,2008,31,4
iq,2008,32,3
iq,2008,33,4
iq,2008,34,4
iq,2008,35,4
iq,2008,36,4
iq,2008,37,4
iq,2008,38,4
iq,2008,39,4
iq,2008,40,4
iq,2008,41,4
iq,2008,42,4
iq,2008,43,5
iq,2008,44,6
iq,2008,45,6
iq,2008,46,6
iq,2008,47,6
iq,2008,48,6
iq,2008,49,6
iq,2008,50,6
iq,2008,51,6
iq,2008,52,4
iq,2009,1,8
iq,2009,2,8
iq,2009,3,17
iq,2009,4,2
iq,2009,5,8
iq,2009,6,12
iq,2009,7,7
iq,2009,8,8
iq,2009,9,6
iq,2009,10,6
iq,2009,11,8
iq,2009,12,6
iq,2009,13,6
iq,2009,14,8
iq,2009,15,4
iq,2009,16,6
iq,2009,17,6
iq,2009,18,6
iq,2009,19,5
