city,year,weekofyear,total_cases
sj,1998,15,9
sj,1998,16,13
sj,1998,17,9
sj,1998,18,18
sj,1998,19,15
sj,1998,20,13
sj,1998,21,19
sj,1998,22,22
sj,1998,23,20
sj,1998,24,22
sj,1998,25,22
sj,1998,26,21
sj,1998,27,24
sj,1998,28,20
sj,1998,29,21
sj,1998,30,20
sj,1998,31,21
sj,1998,32,23
sj,1998,33,23
sj,1998,34,24
sj,1998,35,21
sj,1998,36,20
sj,1998,37,23
sj,1998,38,23
sj,1998,39,23
sj,1998,40,22
sj,1998,41,25
sj,1998,42,22
sj,1998,43,21
sj,1998,44,21
sj,1998,45,20
sj,1998,46,21
sj,1998,47,16
sj,1998,48,17
sj,1998,49,13
sj,1998,50,16
sj,1998,51,18
sj,1998,52,18
sj,1999,53,16
sj,1999,1,16
sj,1999,2,12
sj,1999,3,10
sj,1999,4,9
sj,1999,5,1
sj,1999,6,-2
sj,1999,7,3
sj,1999,8,-4
sj,1999,9,5
sj,1999,10,6
sj,1999,11,5
sj,1999,12,8
sj,1999,13,12
sj,1999,14,8
sj,1999,15,5
sj,1999,16,14
sj,1999,17,13
sj,1999,18,14
sj,1999,19,13
sj,1999,20,16
sj,1999,21,21
sj,1999,22,22
sj,1999,23,19
sj,1999,24,22
sj,1999,25,18
sj,1999,26,23
sj,1999,27,18
sj,1999,28,18
sj,1999,29,19
sj,1999,30,20
sj,1999,31,21
sj,1999,32,20
sj,1999,33,24
sj,1999,34,22
sj,1999,35,23
sj,1999,36,25
sj,1999,37,25
sj,1999,38,22
sj,1999,39,22
sj,1999,40,22
sj,1999,41,19
sj,1999,42,24
sj,1999,43,21
sj,1999,44,20
sj,1999,45,19
sj,1999,46,18
sj,1999,47,18
sj,1999,48,10
sj,1999,49,10
sj,1999,50,8
sj,1999,51,9
sj,2000,52,11
sj,2000,1,11
sj,2000,2,7
sj,2000,3,-2
sj,2000,4,-9
sj,2000,5,4
sj,2000,6,7
sj,2000,7,7
sj,2000,8,3
sj,2000,9,0
sj,2000,10,-5
sj,2000,11,1
sj,2000,12,-1
sj,2000,13,-3
sj,2000,14,8
sj,2000,15,3
sj,2000,16,7
sj,2000,17,9
sj,2000,18,11
sj,2000,19,11
sj,2000,20,11
sj,2000,21,14
sj,2000,22,16
sj,2000,23,17
sj,2000,24,18
sj,2000,25,18
sj,2000,26,17
sj,2000,27,23
sj,2000,28,20
sj,2000,29,18
sj,2000,30,17
sj,2000,31,18
sj,2000,32,18
sj,2000,33,21
sj,2000,34,20
sj,2000,35,16
sj,2000,36,21
sj,2000,37,20
sj,2000,38,20
sj,2000,39,21
sj,2000,40,21
sj,2000,41,16
sj,2000,42,20
sj,2000,43,17
sj,2000,44,19
sj,2000,45,11
sj,2000,46,13
sj,2000,47,17
sj,2000,48,17
sj,2000,49,18
sj,2000,50,14
sj,2000,51,14
sj,2001,1,7
sj,2001,2,8
sj,2001,3,3
sj,2001,4,8
sj,2001,5,8
sj,2001,6,9
sj,2001,7,9
sj,2001,8,5
sj,2001,9,5
sj,2001,10,-2
sj,2001,11,7
sj,2001,12,10
sj,2001,13,7
sj,2001,14,11
sj,2001,15,7
sj,2001,16,7
sj,2001,17,12
sj,2001,18,11
sj,2001,19,15
sj,2001,20,17
sj,2001,21,16
sj,2001,22,20
sj,2001,23,18
sj,2001,24,20
sj,2001,25,18
sj,2001,26,22
sj,2001,27,20
sj,2001,28,22
sj,2001,29,18
sj,2001,30,21
sj,2001,31,20
sj,2001,32,22
sj,2001,33,25
sj,2001,34,26
sj,2001,35,20
sj,2001,36,21
sj,2001,37,18
sj,2001,38,23
sj,2001,39,21
sj,2001,40,23
sj,2001,41,23
sj,2001,42,17
sj,2001,43,18
sj,2001,44,22
sj,2001,45,13
sj,2001,46,15
sj,2001,47,14
sj,2001,48,12
sj,2001,49,7
sj,2001,50,16
sj,2001,51,16
sj,2001,52,15
sj,2002,1,11
sj,2002,2,9
sj,2002,3,9
sj,2002,4,13
sj,2002,5,11
sj,2002,6,8
sj,2002,7,7
sj,2002,8,7
sj,2002,9,3
sj,2002,10,3
sj,2002,11,9
sj,2002,12,5
sj,2002,13,7
sj,2002,14,8
sj,2002,15,12
sj,2002,16,5
sj,2002,17,11
sj,2002,18,13
sj,2002,19,14
sj,2002,20,13
sj,2002,21,18
sj,2002,22,17
sj,2002,23,17
sj,2002,24,20
sj,2002,25,21
sj,2002,26,17
sj,2002,27,24
sj,2002,28,19
sj,2002,29,22
sj,2002,30,21
sj,2002,31,24
sj,2002,32,23
sj,2002,33,23
sj,2002,34,23
sj,2002,35,25
sj,2002,36,21
sj,2002,37,24
sj,2002,38,24
sj,2002,39,22
sj,2002,40,23
sj,2002,41,23
sj,2002,42,21
sj,2002,43,23
sj,2002,44,21
sj,2002,45,19
sj,2002,46,20
sj,2002,47,20
sj,2002,48,17
sj,2002,49,18
sj,2002,50,18
sj,2002,51,16
sj,2002,52,16
sj,2003,1,11
sj,2003,2,12
sj,2003,3,9
sj,2003,4,12
sj,2003,5,9
sj,2003,6,9
sj,2003,7,12
sj,2003,8,11
sj,2003,9,12
sj,2003,10,10
sj,2003,11,12
sj,2003,12,12
sj,2003,13,13
sj,2003,14,13
sj,2003,15,12
sj,2003,16,14
sj,2003,17,11
sj,2003,18,15
sj,2003,19,17
sj,2003,20,17
sj,2003,21,18
sj,2003,22,17
sj,2003,23,18
sj,2003,24,18
sj,2003,25,20
sj,2003,26,23
sj,2003,27,23
sj,2003,28,18
sj,2003,29,21
sj,2003,30,21
sj,2003,31,24
sj,2003,32,24
sj,2003,33,23
sj,2003,34,22
sj,2003,35,22
sj,2003,36,24
sj,2003,37,25
sj,2003,38,24
sj,2003,39,19
sj,2003,40,26
sj,2003,41,25
sj,2003,42,20
sj,2003,43,23
sj,2003,44,23
sj,2003,45,16
sj,2003,46,20
sj,2003,47,21
sj,2003,48,16
sj,2003,49,15
sj,2003,50,18
sj,2003,51,15
sj,2003,52,14
sj,2004,1,9
sj,2004,2,7
sj,2004,3,8
sj,2004,4,10
sj,2004,5,6
sj,2004,6,5
sj,2004,7,10
sj,2004,8,11
sj,2004,9,5
sj,2004,10,6
sj,2004,11,7
sj,2004,12,9
sj,2004,13,11
sj,2004,14,4
sj,2004,15,4
sj,2004,16,13
sj,2004,17,12
sj,2004,18,17
sj,2004,19,14
sj,2004,20,14
sj,2004,21,14
sj,2004,22,14
sj,2004,23,19
sj,2004,24,21
sj,2004,25,18
sj,2004,26,22
sj,2004,27,22
sj,2004,28,21
sj,2004,29,27
sj,2004,30,21
sj,2004,31,23
sj,2004,32,22
sj,2004,33,23
sj,2004,34,25
sj,2004,35,25
sj,2004,36,23
sj,2004,37,25
sj,2004,38,27
sj,2004,39,20
sj,2004,40,22
sj,2004,41,24
sj,2004,42,21
sj,2004,43,23
sj,2004,44,21
sj,2004,45,17
sj,2004,46,21
sj,2004,47,17
sj,2004,48,15
sj,2004,49,13
sj,2004,50,9
sj,2004,51,17
sj,2004,52,16
sj,2005,53,10
sj,2005,1,10
sj,2005,2,12
sj,2005,3,11
sj,2005,4,-1
sj,2005,5,3
sj,2005,6,-3
sj,2005,7,-3
sj,2005,8,6
sj,2005,9,5
sj,2005,10,4
sj,2005,11,2
sj,2005,12,5
sj,2005,13,14
sj,2005,14,14
sj,2005,15,15
sj,2005,16,15
sj,2005,17,16
sj,2005,18,20
sj,2005,19,19
sj,2005,20,15
sj,2005,21,19
sj,2005,22,25
sj,2005,23,25
sj,2005,24,20
sj,2005,25,24
sj,2005,26,25
sj,2005,27,24
sj,2005,28,24
sj,2005,29,23
sj,2005,30,24
sj,2005,31,27
sj,2005,32,26
sj,2005,33,27
sj,2005,34,21
sj,2005,35,23
sj,2005,36,23
sj,2005,37,27
sj,2005,38,25
sj,2005,39,25
sj,2005,40,24
sj,2005,41,18
sj,2005,42,21
sj,2005,43,22
sj,2005,44,23
sj,2005,45,22
sj,2005,46,20
sj,2005,47,15
sj,2005,48,15
sj,2005,49,8
sj,2005,50,15
sj,2005,51,9
sj,2006,52,15
sj,2006,1,13
sj,2006,2,7
sj,2006,3,12
sj,2006,4,12
sj,2006,5,4
sj,2006,6,8
sj,2006,7,6
sj,2006,8,8
sj,2006,9,9
sj,2006,10,7
sj,2006,11,7
sj,2006,12,11
sj,2006,13,10
sj,2006,14,10
sj,2006,15,14
sj,2006,16,15
sj,2006,17,14
sj,2006,18,13
sj,2006,19,13
sj,2006,20,16
sj,2006,21,23
sj,2006,22,22
sj,2006,23,21
sj,2006,24,23
sj,2006,25,22
sj,2006,26,20
sj,2006,27,21
sj,2006,28,20
sj,2006,29,20
sj,2006,30,24
sj,2006,31,20
sj,2006,32,21
sj,2006,33,26
sj,2006,34,23
sj,2006,35,24
sj,2006,36,25
sj,2006,37,23
sj,2006,38,24
sj,2006,39,26
sj,2006,40,26
sj,2006,41,26
sj,2006,42,21
sj,2006,43,22
sj,2006,44,26
sj,2006,45,25
sj,2006,46,24
sj,2006,47,14
sj,2006,48,20
sj,2006,49,18
sj,2006,50,19
sj,2006,51,16
sj,2007,1,15
sj,2007,2,11
sj,2007,3,9
sj,2007,4,10
sj,2007,5,5
sj,2007,6,10
sj,2007,7,9
sj,2007,8,8
sj,2007,9,10
sj,2007,10,13
sj,2007,11,11
sj,2007,12,11
sj,2007,13,13
sj,2007,14,10
sj,2007,15,7
sj,2007,16,15
sj,2007,17,12
sj,2007,18,15
sj,2007,19,17
sj,2007,20,22
sj,2007,21,21
sj,2007,22,20
sj,2007,23,22
sj,2007,24,22
sj,2007,25,23
sj,2007,26,25
sj,2007,27,24
sj,2007,28,23
sj,2007,29,23
sj,2007,30,24
sj,2007,31,23
sj,2007,32,26
sj,2007,33,24
sj,2007,34,22
sj,2007,35,22
sj,2007,36,23
sj,2007,37,24
sj,2007,38,24
sj,2007,39,24
sj,2007,40,21
sj,2007,41,23
sj,2007,42,23
sj,2007,43,24
sj,2007,44,17
sj,2007,45,21
sj,2007,46,17
sj,2007,47,19
sj,2007,48,16
sj,2007,49,17
sj,2007,50,16
sj,2007,51,14
sj,2007,52,10
sj,2008,1,15
sj,2008,2,12
sj,2008,3,7
sj,2008,4,13
sj,2008,5,6
sj,2008,6,6
sj,2008,7,10
sj,2008,8,11
sj,2008,9,9
sj,2008,10,9
sj,2008,11,11
sj,2008,12,4
sj,2008,13,4
sj,2008,14,11
sj,2008,15,9
sj,2008,16,8
sj,2008,17,12
iq,2000,26,-7
iq,2000,27,-11
iq,2000,28,-7
iq,2000,29,-23
iq,2000,30,-16
iq,2000,31,-21
iq,2000,32,-14
iq,2000,33,-14
iq,2000,34,-17
iq,2000,35,-10
iq,2000,36,-10
iq,2000,37,-9
iq,2000,38,-18
iq,2000,39,-11
iq,2000,40,-9
iq,2000,41,-7
iq,2000,42,-9
iq,2000,43,-10
iq,2000,44,-7
iq,2000,45,0
iq,2000,46,2
iq,2000,47,-3
iq,2000,48,-5
iq,2000,49,-7
iq,2000,50,-8
iq,2000,51,-4
iq,2001,1,-1
iq,2001,2,-9
iq,2001,3,-4
iq,2001,4,-8
iq,2001,5,-10
iq,2001,6,-8
iq,2001,7,-7
iq,2001,8,-9
iq,2001,9,-4
iq,2001,10,-2
iq,2001,11,-10
iq,2001,12,-7
iq,2001,13,-5
iq,2001,14,-8
iq,2001,15,-10
iq,2001,16,-7
iq,2001,17,-6
iq,2001,18,-5
iq,2001,19,-3
iq,2001,20,-4
iq,2001,21,-9
iq,2001,22,-11
iq,2001,23,-12
iq,2001,24,-12
iq,2001,25,-11
iq,2001,26,-29
iq,2001,27,-14
iq,2001,28,-19
iq,2001,29,-10
iq,2001,30,-10
iq,2001,31,-16
iq,2001,32,-17
iq,2001,33,-14
iq,2001,34,-10
iq,2001,35,-10
iq,2001,36,-10
iq,2001,37,-13
iq,2001,38,-11
iq,2001,39,-12
iq,2001,40,-11
iq,2001,41,-12
iq,2001,42,-8
iq,2001,43,-4
iq,2001,44,-6
iq,2001,45,-6
iq,2001,46,-2
iq,2001,47,-3
iq,2001,48,-4
iq,2001,49,-2
iq,2001,50,-1
iq,2001,51,1
iq,2001,52,2
iq,2002,1,-3
iq,2002,2,-3
iq,2002,3,-4
iq,2002,4,-4
iq,2002,5,-1
iq,2002,6,-7
iq,2002,7,-2
iq,2002,8,0
iq,2002,9,-1
iq,2002,10,-4
iq,2002,11,-2
iq,2002,12,-3
iq,2002,13,-4
iq,2002,14,-3
iq,2002,15,-1
iq,2002,16,-3
iq,2002,17,-2
iq,2002,18,-3
iq,2002,19,-4
iq,2002,20,-1
iq,2002,21,-7
iq,2002,22,-4
iq,2002,23,-12
iq,2002,24,-7
iq,2002,25,-15
iq,2002,26,-19
iq,2002,27,-19
iq,2002,28,-14
iq,2002,29,-11
iq,2002,30,-19
iq,2002,31,-12
iq,2002,32,-20
iq,2002,33,-16
iq,2002,34,-21
iq,2002,35,-11
iq,2002,36,-2
iq,2002,37,-15
iq,2002,38,-11
iq,2002,39,-11
iq,2002,40,-9
iq,2002,41,-6
iq,2002,42,-5
iq,2002,43,-5
iq,2002,44,1
iq,2002,45,-2
iq,2002,46,-2
iq,2002,47,-1
iq,2002,48,-4
iq,2002,49,2
iq,2002,50,2
iq,2002,51,4
iq,2002,52,0
iq,2003,1,-2
iq,2003,2,-7
iq,2003,3,-2
iq,2003,4,-5
iq,2003,5,-4
iq,2003,6,1
iq,2003,7,-1
iq,2003,8,-1
iq,2003,9,2
iq,2003,10,2
iq,2003,11,-2
iq,2003,12,-1
iq,2003,13,-4
iq,2003,14,-2
iq,2003,15,3
iq,2003,16,0
iq,2003,17,-2
iq,2003,18,-1
iq,2003,19,-1
iq,2003,20,-9
iq,2003,21,-5
iq,2003,22,-1
iq,2003,23,2
iq,2003,24,-4
iq,2003,25,-12
iq,2003,26,-8
iq,2003,27,-9
iq,2003,28,-10
iq,2003,29,-20
iq,2003,30,-18
iq,2003,31,-10
iq,2003,32,-12
iq,2003,33,-8
iq,2003,34,-13
iq,2003,35,-8
iq,2003,36,-21
iq,2003,37,-9
iq,2003,38,-23
iq,2003,39,-5
iq,2003,40,-4
iq,2003,41,-3
iq,2003,42,0
iq,2003,43,-4
iq,2003,44,0
iq,2003,45,-6
iq,2003,46,-8
iq,2003,47,1
iq,2003,48,0
iq,2003,49,-4
iq,2003,50,2
iq,2003,51,0
iq,2003,52,-1
iq,2004,1,4
iq,2004,2,2
iq,2004,3,1
iq,2004,4,-2
iq,2004,5,-2
iq,2004,6,-6
iq,2004,7,1
iq,2004,8,-2
iq,2004,9,-4
iq,2004,10,-2
iq,2004,11,-2
iq,2004,12,-4
iq,2004,13,3
iq,2004,14,3
iq,2004,15,1
iq,2004,16,-2
iq,2004,17,0
iq,2004,18,2
iq,2004,19,0
iq,2004,20,-5
iq,2004,21,-2
iq,2004,22,-5
iq,2004,23,-5
iq,2004,24,-5
iq,2004,25,-7
iq,2004,26,-14
iq,2004,27,-8
iq,2004,28,-8
iq,2004,29,-11
iq,2004,30,-7
iq,2004,31,-12
iq,2004,32,-14
iq,2004,33,-18
iq,2004,34,-12
iq,2004,35,-10
iq,2004,36,-9
iq,2004,37,4
iq,2004,38,-5
iq,2004,39,-14
iq,2004,40,-4
iq,2004,41,-6
iq,2004,42,-4
iq,2004,43,-1
iq,2004,44,-7
iq,2004,45,-2
iq,2004,46,-2
iq,2004,47,0
iq,2004,48,1
iq,2004,49,-1
iq,2004,50,1
iq,2004,51,0
iq,2004,52,3
iq,2005,53,1
iq,2005,1,1
iq,2005,2,-5
iq,2005,3,2
iq,2005,4,1
iq,2005,5,4
iq,2005,6,0
iq,2005,7,3
iq,2005,8,1
iq,2005,9,3
iq,2005,10,10
iq,2005,11,-2
iq,2005,12,2
iq,2005,13,-8
iq,2005,14,-4
iq,2005,15,4
iq,2005,16,2
iq,2005,17,5
iq,2005,18,1
iq,2005,19,-2
iq,2005,20,2
iq,2005,21,0
iq,2005,22,-5
iq,2005,23,1
iq,2005,24,-3
iq,2005,25,-5
iq,2005,26,-8
iq,2005,27,-9
iq,2005,28,-23
iq,2005,29,-20
iq,2005,30,-12
iq,2005,31,-11
iq,2005,32,-8
iq,2005,33,-18
iq,2005,34,-9
iq,2005,35,-9
iq,2005,36,-4
iq,2005,37,-9
iq,2005,38,-14
iq,2005,39,-7
iq,2005,40,-13
iq,2005,41,-5
iq,2005,42,-6
iq,2005,43,-4
iq,2005,44,3
iq,2005,45,-3
iq,2005,46,-1
iq,2005,47,3
iq,2005,48,-1
iq,2005,49,0
iq,2005,50,3
iq,2005,51,6
iq,2006,52,3
iq,2006,1,-9
iq,2006,2,-2
iq,2006,3,2
iq,2006,4,2
iq,2006,5,0
iq,2006,6,5
iq,2006,7,0
iq,2006,8,-1
iq,2006,9,3
iq,2006,10,1
iq,2006,11,4
iq,2006,12,1
iq,2006,13,3
iq,2006,14,-2
iq,2006,15,-2
iq,2006,16,1
iq,2006,17,-8
iq,2006,18,2
iq,2006,19,-2
iq,2006,20,-25
iq,2006,21,-9
iq,2006,22,-9
iq,2006,23,-5
iq,2006,24,-11
iq,2006,25,-13
iq,2006,26,-15
iq,2006,27,-6
iq,2006,28,-11
iq,2006,29,-13
iq,2006,30,-17
iq,2006,31,-9
iq,2006,32,-17
iq,2006,33,-2
iq,2006,34,-5
iq,2006,35,-8
iq,2006,36,-12
iq,2006,37,-15
iq,2006,38,-9
iq,2006,39,-3
iq,2006,40,-9
iq,2006,41,1
iq,2006,42,6
iq,2006,43,-4
iq,2006,44,2
iq,2006,45,6
iq,2006,46,-2
iq,2006,47,2
iq,2006,48,4
iq,2006,49,4
iq,2006,50,5
iq,2006,51,3
iq,2007,1,-1
iq,2007,2,3
iq,2007,3,-2
iq,2007,4,4
iq,2007,5,0
iq,2007,6,-6
iq,2007,7,-8
iq,2007,8,-2
iq,2007,9,-8
iq,2007,10,-1
iq,2007,11,-2
iq,2007,12,-3
iq,2007,13,-3
iq,2007,14,3
iq,2007,15,0
iq,2007,16,-4
iq,2007,17,0
iq,2007,18,-2
iq,2007,19,-6
iq,2007,20,-13
iq,2007,21,-6
iq,2007,22,-19
iq,2007,23,-8
iq,2007,24,-11
iq,2007,25,-4
iq,2007,26,-5
iq,2007,27,-16
iq,2007,28,-12
iq,2007,29,-10
iq,2007,30,-14
iq,2007,31,-21
iq,2007,32,-19
iq,2007,33,-8
iq,2007,34,-7
iq,2007,35,-7
iq,2007,36,-3
iq,2007,37,-6
iq,2007,38,-6
iq,2007,39,-6
iq,2007,40,-4
iq,2007,41,-2
iq,2007,42,1
iq,2007,43,-7
iq,2007,44,-1
iq,2007,45,0
iq,2007,46,0
iq,2007,47,3
iq,2007,48,4
iq,2007,49,1
iq,2007,50,1
iq,2007,51,-1
iq,2007,52,1
iq,2008,1,-1
iq,2008,2,-2
iq,2008,3,-1
iq,2008,4,0
iq,2008,5,0
iq,2008,6,-3
iq,2008,7,4
iq,2008,8,-3
iq,2008,9,1
iq,2008,10,-1
iq,2008,11,1
iq,2008,12,-2
iq,2008,13,-1
iq,2008,14,0
iq,2008,15,-4
iq,2008,16,-1
iq,2008,17,-1
iq,2008,18,3
iq,2008,19,-9
iq,2008,20,-19
iq,2008,21,-5
iq,2008,22,0
iq,2008,23,-5
iq,2008,24,-19
iq,2008,25,-3
iq,2008,26,-13
iq,2008,27,-11
iq,2008,28,-10
iq,2008,29,-9
iq,2008,30,-14
iq,2008,31,-10
iq,2008,32,-12
iq,2008,33,-11
iq,2008,34,-14
iq,2008,35,-9
iq,2008,36,-9
iq,2008,37,-8
