city,year,weekofyear,total_cases
sj,1992,24,27
sj,1992,25,27
sj,1992,26,27
sj,1992,27,27
sj,1992,28,27
sj,1992,29,27
sj,1992,30,27
sj,1992,31,27
sj,1992,32,27
sj,1992,33,27
sj,1992,34,27
sj,1992,35,27
sj,1992,36,27
sj,1992,37,27
sj,1992,38,27
sj,1992,39,27
sj,1992,40,27
sj,1992,41,27
sj,1992,42,20
sj,1992,43,27
sj,1992,44,27
sj,1992,45,27
sj,1992,46,27
sj,1992,47,27
sj,1992,48,27
sj,1992,49,27
sj,1992,50,27
sj,1992,51,27
sj,1992,52,27
sj,1993,53,27
sj,1993,1,27
sj,1993,2,27
sj,1993,3,27
sj,1993,4,27
sj,1993,5,27
sj,1993,6,20
sj,1993,7,27
sj,1993,8,27
sj,1993,9,27
sj,1993,10,27
sj,1993,11,27
sj,1993,12,27
sj,1993,13,27
sj,1993,14,27
sj,1993,15,27
sj,1993,16,27
sj,1993,17,27
sj,1993,18,27
sj,1993,19,27
sj,1993,20,27
sj,1993,21,27
sj,1993,22,27
sj,1993,23,57
sj,1993,24,27
sj,1993,25,27
sj,1993,26,27
sj,1993,27,27
sj,1993,28,27
sj,1993,29,27
sj,1993,30,27
sj,1993,31,27
sj,1993,32,27
sj,1993,33,27
sj,1993,34,27
sj,1993,35,27
sj,1993,36,27
sj,1993,37,27
sj,1993,38,27
sj,1993,39,27
sj,1993,40,27
sj,1993,41,27
sj,1993,42,27
sj,1993,43,27
sj,1993,44,27
sj,1993,45,27
sj,1993,46,27
sj,1993,47,27
sj,1993,48,20
sj,1993,49,27
sj,1993,50,27
sj,1993,51,27
sj,1994,52,27
sj,1994,1,27
sj,1994,2,27
sj,1994,3,27
sj,1994,4,27
sj,1994,5,20
sj,1994,6,27
sj,1994,7,20
sj,1994,8,27
sj,1994,9,27
sj,1994,10,27
sj,1994,11,27
sj,1994,12,27
sj,1994,13,27
sj,1994,14,27
sj,1994,15,27
sj,1994,16,27
sj,1994,17,27
sj,1994,18,27
sj,1994,19,27
sj,1994,20,27
sj,1994,21,27
sj,1994,22,27
sj,1994,23,27
sj,1994,24,27
sj,1994,25,27
sj,1994,26,27
sj,1994,27,27
sj,1994,28,27
sj,1994,29,27
sj,1994,30,27
sj,1994,31,27
sj,1994,32,27
sj,1994,33,27
sj,1994,34,27
sj,1994,35,27
sj,1994,36,27
sj,1994,37,311
sj,1994,38,311
sj,1994,39,311
sj,1994,40,311
sj,1994,41,311
sj,1994,42,311
sj,1994,43,311
sj,1994,44,311
sj,1994,45,311
sj,1994,46,311
sj,1994,47,311
sj,1994,48,311
sj,1994,49,311
sj,1994,50,311
sj,1994,51,311
sj,1995,52,311
sj,1995,1,27
sj,1995,2,27
sj,1995,3,27
sj,1995,4,27
sj,1995,5,27
sj,1995,6,27
sj,1995,7,27
sj,1995,8,27
sj,1995,9,27
sj,1995,10,27
sj,1995,11,27
sj,1995,12,27
sj,1995,13,27
sj,1995,14,27
sj,1995,15,27
sj,1995,16,27
sj,1995,17,27
sj,1995,18,27
sj,1995,19,27
sj,1995,20,27
sj,1995,21,27
sj,1995,22,27
sj,1995,23,27
sj,1995,24,27
sj,1995,25,27
sj,1995,26,27
sj,1995,27,20
sj,1995,28,27
sj,1995,29,27
sj,1995,30,57
sj,1995,31,57
sj,1995,32,27
sj,1995,33,57
sj,1995,34,27
sj,1995,35,27
sj,1995,36,57
sj,1995,37,57
sj,1995,38,57
sj,1995,39,27
sj,1995,40,20
sj,1995,41,27
sj,1995,42,27
sj,1995,43,27
sj,1995,44,27
sj,1995,45,27
sj,1995,46,27
sj,1995,47,27
sj,1995,48,27
sj,1995,49,27
sj,1995,50,27
sj,1995,51,27
sj,1996,1,27
sj,1996,2,27
sj,1996,3,27
sj,1996,4,27
sj,1996,5,27
sj,1996,6,27
sj,1996,7,27
sj,1996,8,27
sj,1996,9,27
sj,1996,10,27
sj,1996,11,27
sj,1996,12,27
sj,1996,13,27
sj,1996,14,27
sj,1996,15,27
sj,1996,16,27
sj,1996,17,20
sj,1996,18,20
sj,1996,19,27
sj,1996,20,27
sj,1996,21,27
sj,1996,22,27
sj,1996,23,27
sj,1996,24,27
sj,1996,25,27
sj,1996,26,27
sj,1996,27,27
sj,1996,28,27
sj,1996,29,27
sj,1996,30,27
sj,1996,31,27
sj,1996,32,27
sj,1996,33,27
sj,1996,34,27
sj,1996,35,27
sj,1996,36,57
sj,1996,37,27
sj,1996,38,27
sj,1996,39,57
sj,1996,40,27
sj,1996,41,27
sj,1996,42,27
sj,1996,43,27
sj,1996,44,27
sj,1996,45,27
sj,1996,46,27
sj,1996,47,27
sj,1996,48,27
sj,1996,49,27
sj,1996,50,27
sj,1996,51,27
sj,1996,52,27
sj,1997,1,27
sj,1997,2,27
sj,1997,3,27
sj,1997,4,27
sj,1997,5,27
sj,1997,6,27
sj,1997,7,27
sj,1997,8,27
sj,1997,9,27
sj,1997,10,27
sj,1997,11,27
sj,1997,12,27
sj,1997,13,27
sj,1997,14,27
sj,1997,15,27
sj,1997,16,27
sj,1997,17,27
sj,1997,18,27
sj,1997,19,27
sj,1997,20,27
sj,1997,21,27
sj,1997,22,27
sj,1997,23,27
sj,1997,24,27
sj,1997,25,27
sj,1997,26,27
sj,1997,27,27
sj,1997,28,27
sj,1997,29,27
sj,1997,30,27
sj,1997,31,27
sj,1997,32,27
sj,1997,33,27
sj,1997,34,27
sj,1997,35,27
sj,1997,36,27
sj,1997,37,57
sj,1997,38,57
sj,1997,39,27
sj,1997,40,57
sj,1997,41,27
sj,1997,42,27
sj,1997,43,27
sj,1997,44,27
sj,1997,45,27
sj,1997,46,27
sj,1997,47,27
sj,1997,48,27
sj,1997,49,27
sj,1997,50,27
sj,1997,51,27
sj,1997,52,27
sj,1998,1,27
sj,1998,2,27
sj,1998,3,27
sj,1998,4,27
sj,1998,5,27
sj,1998,6,27
sj,1998,7,27
sj,1998,8,27
sj,1998,9,27
sj,1998,10,27
sj,1998,11,27
sj,1998,12,27
sj,1998,13,27
sj,1998,14,27
sj,1998,15,27
sj,1998,16,27
sj,1998,17,27
sj,1998,18,27
sj,1998,19,27
sj,1998,20,27
sj,1998,21,57
sj,1998,22,57
sj,1998,23,27
sj,1998,24,57
sj,1998,25,27
sj,1998,26,57
sj,1998,27,27
sj,1998,28,57
sj,1998,29,27
sj,1998,30,27
sj,1998,31,57
sj,1998,32,57
sj,1998,33,57
sj,1998,34,57
sj,1998,35,57
sj,1998,36,57
sj,1998,37,57
sj,1998,38,57
sj,1998,39,57
sj,1998,40,27
sj,1998,41,57
sj,1998,42,27
sj,1998,43,57
sj,1998,44,27
sj,1998,45,57
sj,1998,46,27
sj,1998,47,27
sj,1998,48,27
sj,1998,49,27
sj,1998,50,27
sj,1998,51,27
sj,1998,52,27
sj,1999,53,27
sj,1999,1,27
sj,1999,2,27
sj,1999,3,27
sj,1999,4,27
sj,1999,5,27
sj,1999,6,27
sj,1999,7,27
sj,1999,8,27
sj,1999,9,27
sj,1999,10,27
sj,1999,11,27
sj,1999,12,27
sj,1999,13,27
sj,1999,14,27
sj,1999,15,27
sj,1999,16,27
sj,1999,17,27
sj,1999,18,27
sj,1999,19,27
sj,1999,20,27
sj,1999,21,27
sj,1999,22,27
sj,1999,23,27
sj,1999,24,27
sj,1999,25,27
sj,1999,26,27
sj,1999,27,27
sj,1999,28,27
sj,1999,29,27
sj,1999,30,27
sj,1999,31,57
sj,1999,32,27
sj,1999,33,27
sj,1999,34,27
sj,1999,35,27
sj,1999,36,27
sj,1999,37,57
sj,1999,38,27
sj,1999,39,27
sj,1999,40,27
sj,1999,41,27
sj,1999,42,27
sj,1999,43,57
sj,1999,44,27
sj,1999,45,27
sj,1999,46,27
sj,1999,47,27
sj,1999,48,27
sj,1999,49,27
sj,1999,50,27
sj,1999,51,27
sj,2000,52,27
sj,2000,1,27
sj,2000,2,20
sj,2000,3,20
sj,2000,4,20
sj,2000,5,20
sj,2000,6,27
sj,2000,7,27
sj,2000,8,27
sj,2000,9,27
sj,2000,10,20
sj,2000,11,27
sj,2000,12,27
sj,2000,13,27
sj,2000,14,27
sj,2000,15,27
sj,2000,16,27
sj,2000,17,27
sj,2000,18,27
sj,2000,19,27
sj,2000,20,27
sj,2000,21,27
sj,2000,22,27
sj,2000,23,27
sj,2000,24,27
sj,2000,25,27
sj,2000,26,27
sj,2000,27,27
sj,2000,28,27
sj,2000,29,27
sj,2000,30,27
sj,2000,31,27
sj,2000,32,27
sj,2000,33,27
sj,2000,34,27
sj,2000,35,27
sj,2000,36,27
sj,2000,37,27
sj,2000,38,27
sj,2000,39,20
sj,2000,40,20
sj,2000,41,20
sj,2000,42,27
sj,2000,43,27
sj,2000,44,27
sj,2000,45,27
sj,2000,46,27
sj,2000,47,27
sj,2000,48,27
sj,2000,49,27
sj,2000,50,27
sj,2000,51,27
sj,2001,1,27
sj,2001,2,27
sj,2001,3,27
sj,2001,4,27
sj,2001,5,27
sj,2001,6,27
sj,2001,7,27
sj,2001,8,27
sj,2001,9,20
sj,2001,10,20
sj,2001,11,20
sj,2001,12,27
sj,2001,13,27
sj,2001,14,27
sj,2001,15,27
sj,2001,16,27
sj,2001,17,27
sj,2001,18,27
sj,2001,19,27
sj,2001,20,27
sj,2001,21,27
sj,2001,22,27
sj,2001,23,27
sj,2001,24,27
sj,2001,25,27
sj,2001,26,27
sj,2001,27,27
sj,2001,28,27
sj,2001,29,27
sj,2001,30,27
sj,2001,31,27
sj,2001,32,20
sj,2001,33,57
sj,2001,34,57
sj,2001,35,27
sj,2001,36,27
sj,2001,37,27
sj,2001,38,27
sj,2001,39,27
sj,2001,40,57
sj,2001,41,57
sj,2001,42,27
sj,2001,43,27
sj,2001,44,27
sj,2001,45,27
sj,2001,46,27
sj,2001,47,27
sj,2001,48,27
sj,2001,49,27
sj,2001,50,27
sj,2001,51,27
sj,2001,52,27
sj,2002,1,27
sj,2002,2,27
sj,2002,3,27
sj,2002,4,27
sj,2002,5,27
sj,2002,6,27
sj,2002,7,27
sj,2002,8,27
sj,2002,9,27
sj,2002,10,27
sj,2002,11,27
sj,2002,12,27
sj,2002,13,27
sj,2002,14,27
sj,2002,15,27
sj,2002,16,27
sj,2002,17,27
sj,2002,18,27
sj,2002,19,27
sj,2002,20,27
sj,2002,21,27
sj,2002,22,27
sj,2002,23,27
sj,2002,24,27
sj,2002,25,27
sj,2002,26,27
sj,2002,27,27
sj,2002,28,27
sj,2002,29,27
sj,2002,30,27
sj,2002,31,57
sj,2002,32,27
sj,2002,33,27
sj,2002,34,27
sj,2002,35,27
sj,2002,36,27
sj,2002,37,27
sj,2002,38,57
sj,2002,39,27
sj,2002,40,57
sj,2002,41,27
sj,2002,42,27
sj,2002,43,27
sj,2002,44,27
sj,2002,45,20
sj,2002,46,27
sj,2002,47,27
sj,2002,48,27
sj,2002,49,27
sj,2002,50,27
sj,2002,51,27
sj,2002,52,27
sj,2003,1,27
sj,2003,2,27
sj,2003,3,27
sj,2003,4,27
sj,2003,5,27
sj,2003,6,27
sj,2003,7,27
sj,2003,8,27
sj,2003,9,27
sj,2003,10,27
sj,2003,11,27
sj,2003,12,27
sj,2003,13,27
sj,2003,14,27
sj,2003,15,27
sj,2003,16,27
sj,2003,17,27
sj,2003,18,27
sj,2003,19,27
sj,2003,20,27
sj,2003,21,27
sj,2003,22,27
sj,2003,23,27
sj,2003,24,27
sj,2003,25,27
sj,2003,26,27
sj,2003,27,27
sj,2003,28,27
sj,2003,29,27
sj,2003,30,27
sj,2003,31,27
sj,2003,32,27
sj,2003,33,27
sj,2003,34,27
sj,2003,35,57
sj,2003,36,57
sj,2003,37,57
sj,2003,38,27
sj,2003,39,57
sj,2003,40,57
sj,2003,41,27
sj,2003,42,57
sj,2003,43,27
sj,2003,44,27
sj,2003,45,27
sj,2003,46,27
sj,2003,47,27
sj,2003,48,27
sj,2003,49,27
sj,2003,50,27
sj,2003,51,27
sj,2003,52,27
sj,2004,1,27
sj,2004,2,27
sj,2004,3,27
sj,2004,4,27
sj,2004,5,27
sj,2004,6,27
sj,2004,7,27
sj,2004,8,27
sj,2004,9,27
sj,2004,10,27
sj,2004,11,27
sj,2004,12,27
sj,2004,13,27
sj,2004,14,20
sj,2004,15,20
sj,2004,16,27
sj,2004,17,27
sj,2004,18,27
sj,2004,19,27
sj,2004,20,27
sj,2004,21,27
sj,2004,22,27
sj,2004,23,27
sj,2004,24,27
sj,2004,25,27
sj,2004,26,27
sj,2004,27,27
sj,2004,28,27
sj,2004,29,27
sj,2004,30,27
sj,2004,31,27
sj,2004,32,27
sj,2004,33,27
sj,2004,34,57
sj,2004,35,57
sj,2004,36,27
sj,2004,37,57
sj,2004,38,57
sj,2004,39,57
sj,2004,40,27
sj,2004,41,27
sj,2004,42,27
sj,2004,43,27
sj,2004,44,27
sj,2004,45,27
sj,2004,46,27
sj,2004,47,20
sj,2004,48,27
sj,2004,49,27
sj,2004,50,27
sj,2004,51,27
sj,2004,52,27
sj,2005,53,27
sj,2005,1,27
sj,2005,2,27
sj,2005,3,27
sj,2005,4,27
sj,2005,5,27
sj,2005,6,27
sj,2005,7,27
sj,2005,8,27
sj,2005,9,27
sj,2005,10,27
sj,2005,11,27
sj,2005,12,27
sj,2005,13,27
sj,2005,14,27
sj,2005,15,27
sj,2005,16,27
sj,2005,17,27
sj,2005,18,27
sj,2005,19,27
sj,2005,20,27
sj,2005,21,57
sj,2005,22,57
sj,2005,23,27
sj,2005,24,27
sj,2005,25,57
sj,2005,26,57
sj,2005,27,57
sj,2005,28,57
sj,2005,29,57
sj,2005,30,57
sj,2005,31,57
sj,2005,32,57
sj,2005,33,57
sj,2005,34,27
sj,2005,35,57
sj,2005,36,27
sj,2005,37,57
sj,2005,38,57
sj,2005,39,57
sj,2005,40,57
sj,2005,41,27
sj,2005,42,57
sj,2005,43,57
sj,2005,44,27
sj,2005,45,27
sj,2005,46,27
sj,2005,47,27
sj,2005,48,27
sj,2005,49,27
sj,2005,50,27
sj,2005,51,27
sj,2006,52,27
sj,2006,1,27
sj,2006,2,27
sj,2006,3,27
sj,2006,4,27
sj,2006,5,27
sj,2006,6,27
sj,2006,7,20
sj,2006,8,27
sj,2006,9,27
sj,2006,10,27
sj,2006,11,27
sj,2006,12,27
sj,2006,13,27
sj,2006,14,27
sj,2006,15,27
sj,2006,16,27
sj,2006,17,27
sj,2006,18,27
sj,2006,19,27
sj,2006,20,27
sj,2006,21,27
sj,2006,22,27
sj,2006,23,27
sj,2006,24,27
sj,2006,25,27
sj,2006,26,57
sj,2006,27,27
sj,2006,28,27
sj,2006,29,27
sj,2006,30,27
sj,2006,31,57
sj,2006,32,27
sj,2006,33,27
sj,2006,34,57
sj,2006,35,57
sj,2006,36,27
sj,2006,37,27
sj,2006,38,27
sj,2006,39,27
sj,2006,40,27
sj,2006,41,27
sj,2006,42,27
sj,2006,43,27
sj,2006,44,57
sj,2006,45,27
sj,2006,46,27
sj,2006,47,27
sj,2006,48,27
sj,2006,49,27
sj,2006,50,27
sj,2006,51,27
sj,2007,1,20
sj,2007,2,27
sj,2007,3,27
sj,2007,4,27
sj,2007,5,27
sj,2007,6,27
sj,2007,7,27
sj,2007,8,27
sj,2007,9,27
sj,2007,10,27
sj,2007,11,27
sj,2007,12,27
sj,2007,13,27
sj,2007,14,27
sj,2007,15,27
sj,2007,16,27
sj,2007,17,27
sj,2007,18,27
sj,2007,19,27
sj,2007,20,27
sj,2007,21,27
sj,2007,22,27
sj,2007,23,27
sj,2007,24,27
sj,2007,25,27
sj,2007,26,20
sj,2007,27,27
sj,2007,28,27
sj,2007,29,27
sj,2007,30,27
sj,2007,31,27
sj,2007,32,57
sj,2007,33,57
sj,2007,34,27
sj,2007,35,27
sj,2007,36,27
sj,2007,37,27
sj,2007,38,27
sj,2007,39,27
sj,2007,40,27
sj,2007,41,27
sj,2007,42,27
sj,2007,43,27
sj,2007,44,27
sj,2007,45,27
sj,2007,46,27
sj,2007,47,27
sj,2007,48,27
sj,2007,49,27
sj,2007,50,27
sj,2007,51,27
sj,2007,52,27
sj,2008,1,27
sj,2008,2,27
sj,2008,3,27
sj,2008,4,27
sj,2008,5,27
sj,2008,6,27
sj,2008,7,27
sj,2008,8,27
sj,2008,9,27
sj,2008,10,27
sj,2008,11,27
sj,2008,12,27
sj,2008,13,27
sj,2008,14,27
sj,2008,15,27
sj,2008,16,27
sj,2008,17,27
iq,2000,26,27
iq,2000,27,27
iq,2000,28,27
iq,2000,29,27
iq,2000,30,20
iq,2000,31,27
iq,2000,32,20
iq,2000,33,20
iq,2000,34,20
iq,2000,35,20
iq,2000,36,20
iq,2000,37,20
iq,2000,38,20
iq,2000,39,27
iq,2000,40,20
iq,2000,41,27
iq,2000,42,20
iq,2000,43,20
iq,2000,44,20
iq,2000,45,20
iq,2000,46,27
iq,2000,47,27
iq,2000,48,20
iq,2000,49,27
iq,2000,50,20
iq,2000,51,20
iq,2001,1,20
iq,2001,2,20
iq,2001,3,27
iq,2001,4,27
iq,2001,5,20
iq,2001,6,27
iq,2001,7,27
iq,2001,8,27
iq,2001,9,20
iq,2001,10,27
iq,2001,11,27
iq,2001,12,27
iq,2001,13,27
iq,2001,14,20
iq,2001,15,20
iq,2001,16,20
iq,2001,17,20
iq,2001,18,20
iq,2001,19,20
iq,2001,20,20
iq,2001,21,20
iq,2001,22,20
iq,2001,23,20
iq,2001,24,20
iq,2001,25,27
iq,2001,26,27
iq,2001,27,27
iq,2001,28,20
iq,2001,29,20
iq,2001,30,20
iq,2001,31,27
iq,2001,32,27
iq,2001,33,20
iq,2001,34,311
iq,2001,35,27
iq,2001,36,20
iq,2001,37,20
iq,2001,38,20
iq,2001,39,20
iq,2001,40,20
iq,2001,41,20
iq,2001,42,20
iq,2001,43,27
iq,2001,44,27
iq,2001,45,20
iq,2001,46,20
iq,2001,47,20
iq,2001,48,20
iq,2001,49,20
iq,2001,50,20
iq,2001,51,57
iq,2001,52,20
iq,2002,1,20
iq,2002,2,20
iq,2002,3,311
iq,2002,4,27
iq,2002,5,27
iq,2002,6,27
iq,2002,7,20
iq,2002,8,27
iq,2002,9,27
iq,2002,10,20
iq,2002,11,20
iq,2002,12,27
iq,2002,13,27
iq,2002,14,27
iq,2002,15,20
iq,2002,16,20
iq,2002,17,20
iq,2002,18,27
iq,2002,19,27
iq,2002,20,27
iq,2002,21,27
iq,2002,22,27
iq,2002,23,20
iq,2002,24,20
iq,2002,25,27
iq,2002,26,27
iq,2002,27,27
iq,2002,28,27
iq,2002,29,27
iq,2002,30,27
iq,2002,31,20
iq,2002,32,20
iq,2002,33,20
iq,2002,34,20
iq,2002,35,20
iq,2002,36,27
iq,2002,37,20
iq,2002,38,20
iq,2002,39,27
iq,2002,40,20
iq,2002,41,20
iq,2002,42,27
iq,2002,43,27
iq,2002,44,20
iq,2002,45,20
iq,2002,46,27
iq,2002,47,20
iq,2002,48,20
iq,2002,49,20
iq,2002,50,20
iq,2002,51,20
iq,2002,52,27
iq,2003,1,20
iq,2003,2,20
iq,2003,3,20
iq,2003,4,27
iq,2003,5,27
iq,2003,6,27
iq,2003,7,20
iq,2003,8,27
iq,2003,9,20
iq,2003,10,27
iq,2003,11,27
iq,2003,12,27
iq,2003,13,27
iq,2003,14,20
iq,2003,15,57
iq,2003,16,20
iq,2003,17,20
iq,2003,18,20
iq,2003,19,27
iq,2003,20,20
iq,2003,21,27
iq,2003,22,311
iq,2003,23,27
iq,2003,24,20
iq,2003,25,20
iq,2003,26,27
iq,2003,27,20
iq,2003,28,27
iq,2003,29,27
iq,2003,30,20
iq,2003,31,27
iq,2003,32,311
iq,2003,33,20
iq,2003,34,20
iq,2003,35,20
iq,2003,36,20
iq,2003,37,27
iq,2003,38,20
iq,2003,39,20
iq,2003,40,20
iq,2003,41,27
iq,2003,42,20
iq,2003,43,20
iq,2003,44,27
iq,2003,45,20
iq,2003,46,20
iq,2003,47,20
iq,2003,48,20
iq,2003,49,20
iq,2003,50,20
iq,2003,51,27
iq,2003,52,20
iq,2004,1,27
iq,2004,2,20
iq,2004,3,20
iq,2004,4,20
iq,2004,5,27
iq,2004,6,27
iq,2004,7,20
iq,2004,8,27
iq,2004,9,20
iq,2004,10,27
iq,2004,11,20
iq,2004,12,20
iq,2004,13,20
iq,2004,14,27
iq,2004,15,20
iq,2004,16,311
iq,2004,17,20
iq,2004,18,20
iq,2004,19,27
iq,2004,20,27
iq,2004,21,27
iq,2004,22,27
iq,2004,23,27
iq,2004,24,27
iq,2004,25,20
iq,2004,26,27
iq,2004,27,20
iq,2004,28,20
iq,2004,29,27
iq,2004,30,20
iq,2004,31,27
iq,2004,32,20
iq,2004,33,27
iq,2004,34,20
iq,2004,35,20
iq,2004,36,20
iq,2004,37,27
iq,2004,38,20
iq,2004,39,20
iq,2004,40,20
iq,2004,41,20
iq,2004,42,20
iq,2004,43,20
iq,2004,44,20
iq,2004,45,20
iq,2004,46,20
iq,2004,47,27
iq,2004,48,57
iq,2004,49,27
iq,2004,50,20
iq,2004,51,20
iq,2004,52,20
iq,2005,53,20
iq,2005,1,20
iq,2005,2,20
iq,2005,3,20
iq,2005,4,20
iq,2005,5,57
iq,2005,6,27
iq,2005,7,57
iq,2005,8,27
iq,2005,9,20
iq,2005,10,57
iq,2005,11,20
iq,2005,12,27
iq,2005,13,20
iq,2005,14,20
iq,2005,15,57
iq,2005,16,57
iq,2005,17,57
iq,2005,18,27
iq,2005,19,20
iq,2005,20,20
iq,2005,21,20
iq,2005,22,20
iq,2005,23,27
iq,2005,24,20
iq,2005,25,20
iq,2005,26,20
iq,2005,27,27
iq,2005,28,20
iq,2005,29,27
iq,2005,30,20
iq,2005,31,20
iq,2005,32,20
iq,2005,33,20
iq,2005,34,20
iq,2005,35,20
iq,2005,36,20
iq,2005,37,27
iq,2005,38,27
iq,2005,39,20
iq,2005,40,20
iq,2005,41,20
iq,2005,42,20
iq,2005,43,20
iq,2005,44,27
iq,2005,45,20
iq,2005,46,20
iq,2005,47,20
iq,2005,48,20
iq,2005,49,20
iq,2005,50,57
iq,2005,51,57
iq,2006,52,20
iq,2006,1,27
iq,2006,2,27
iq,2006,3,27
iq,2006,4,27
iq,2006,5,20
iq,2006,6,20
iq,2006,7,20
iq,2006,8,20
iq,2006,9,27
iq,2006,10,20
iq,2006,11,27
iq,2006,12,20
iq,2006,13,311
iq,2006,14,311
iq,2006,15,20
iq,2006,16,20
iq,2006,17,27
iq,2006,18,27
iq,2006,19,20
iq,2006,20,20
iq,2006,21,27
iq,2006,22,27
iq,2006,23,20
iq,2006,24,27
iq,2006,25,27
iq,2006,26,20
iq,2006,27,20
iq,2006,28,20
iq,2006,29,20
iq,2006,30,20
iq,2006,31,27
iq,2006,32,20
iq,2006,33,20
iq,2006,34,20
iq,2006,35,20
iq,2006,36,27
iq,2006,37,20
iq,2006,38,20
iq,2006,39,20
iq,2006,40,20
iq,2006,41,27
iq,2006,42,20
iq,2006,43,20
iq,2006,44,20
iq,2006,45,20
iq,2006,46,20
iq,2006,47,20
iq,2006,48,57
iq,2006,49,20
iq,2006,50,20
iq,2006,51,20
iq,2007,1,27
iq,2007,2,27
iq,2007,3,20
iq,2007,4,57
iq,2007,5,27
iq,2007,6,20
iq,2007,7,20
iq,2007,8,20
iq,2007,9,27
iq,2007,10,27
iq,2007,11,20
iq,2007,12,27
iq,2007,13,27
iq,2007,14,57
iq,2007,15,27
iq,2007,16,27
iq,2007,17,20
iq,2007,18,27
iq,2007,19,27
iq,2007,20,27
iq,2007,21,20
iq,2007,22,27
iq,2007,23,27
iq,2007,24,20
iq,2007,25,27
iq,2007,26,27
iq,2007,27,27
iq,2007,28,20
iq,2007,29,20
iq,2007,30,20
iq,2007,31,20
iq,2007,32,20
iq,2007,33,20
iq,2007,34,20
iq,2007,35,20
iq,2007,36,20
iq,2007,37,20
iq,2007,38,20
iq,2007,39,27
iq,2007,40,20
iq,2007,41,20
iq,2007,42,27
iq,2007,43,20
iq,2007,44,20
iq,2007,45,20
iq,2007,46,27
iq,2007,47,57
iq,2007,48,57
iq,2007,49,20
iq,2007,50,20
iq,2007,51,20
iq,2007,52,27
iq,2008,1,27
iq,2008,2,20
iq,2008,3,57
iq,2008,4,20
iq,2008,5,20
iq,2008,6,27
iq,2008,7,57
iq,2008,8,311
iq,2008,9,20
iq,2008,10,27
iq,2008,11,27
iq,2008,12,27
iq,2008,13,20
iq,2008,14,20
iq,2008,15,20
iq,2008,16,20
iq,2008,17,20
iq,2008,18,27
iq,2008,19,27
iq,2008,20,27
iq,2008,21,27
iq,2008,22,27
iq,2008,23,27
iq,2008,24,20
iq,2008,25,27
iq,2008,26,27
iq,2008,27,20
iq,2008,28,27
iq,2008,29,27
iq,2008,30,20
iq,2008,31,20
iq,2008,32,27
iq,2008,33,20
iq,2008,34,20
iq,2008,35,20
iq,2008,36,20
iq,2008,37,27
iq,2008,38,27
iq,2008,39,20
iq,2008,40,20
iq,2008,41,27
iq,2008,42,20
iq,2008,43,20
iq,2008,44,27
iq,2008,45,20
iq,2008,46,20
iq,2008,47,57
iq,2008,48,20
iq,2008,49,57
iq,2008,50,20
iq,2008,51,27
iq,2008,52,20
iq,2009,1,27
iq,2009,2,27
iq,2009,3,27
iq,2009,4,27
iq,2009,5,27
iq,2009,6,20
iq,2009,7,27
iq,2009,8,27
iq,2009,9,20
iq,2009,10,20
iq,2009,11,27
iq,2009,12,27
iq,2009,13,27
iq,2009,14,27
iq,2009,15,27
iq,2009,16,27
iq,2009,17,27
iq,2009,18,20
iq,2009,19,27
